都府県振興局,観測所名,temp_jan,temp_feb,temp_mar,temp_apr,temp_may,temp_jun,temp_jul,temp_aug,temp_sep,temp_oct,temp_nov,temp_dec,rain_jan,rain_feb,rain_mar,rain_apr,rain_may,rain_jun,rain_jul,rain_aug,rain_sep,rain_oct,rain_nov,rain_dec
沖縄,所野,18.8,19.5,20.6,23.0,25.8,28.1,29.2,28.9,27.9,25.8,23.5,20.2,159.3,174.9,149.5,138.5,206.7,152.3,128.4,237.5,274.3,186.7,218.1,171.2
沖縄,与那国島,18.5,19.0,20.5,23.0,25.4,27.9,28.9,28.7,27.5,25.4,23.1,20.1,187.2,163.6,163.7,153.0,207.3,162.3,125.3,213.0,285.7,238.5,222.6,200.8
沖縄,西表島,18.5,19.0,20.2,22.8,25.5,27.8,28.9,28.5,27.6,25.4,23.1,20.0,162.9,146.6,147.3,157.3,175.6,186.3,128.8,282.0,270.8,213.1,192.3,176.9
沖縄,石垣島,18.9,19.4,20.9,23.4,25.9,28.4,29.6,29.4,28.2,26.0,23.6,20.5,135.0,124.0,134.4,146.9,190.7,208.2,142.3,249.8,259.7,211.2,138.1,155.2
沖縄,大原,18.3,18.8,20.4,22.9,25.4,27.9,29.0,28.6,27.3,25.3,22.9,19.9,151.3,120.1,115.1,131.5,169.6,183.9,130.8,244.1,265.2,202.6,158.0,152.8
沖縄,波照間,19.0,19.5,20.9,23.2,25.7,28.1,29.1,28.8,27.7,25.7,23.5,20.5,119.6,101.4,114.9,131.7,170.5,147.7,112.8,180.0,214.6,162.6,147.2,128.0
三重,桑名,4.8,5.5,8.9,14.2,19.1,22.8,26.7,28.0,24.4,18.6,12.6,7.3,54.3,63.2,112.8,141.7,166.8,209.5,193.2,137.1,233.3,165.8,79.7,59.0
三重,四日市,4.3,4.9,8.1,13.3,18.0,21.7,25.6,26.8,23.2,17.5,11.8,6.6,55.5,67.2,117.8,153.7,189.3,249.0,208.0,158.8,286.9,182.9,79.7,58.5
三重,亀山,4.3,4.7,8.0,13.2,18.0,21.6,25.6,26.7,23.0,17.4,11.7,6.6,57.3,68.8,120.0,153.4,203.0,255.8,211.2,180.8,284.1,178.8,81.3,59.3
三重,上野,3.5,4.0,7.3,12.7,17.9,21.8,25.8,26.7,22.8,16.7,10.7,5.7,50.9,60.0,104.2,104.2,139.7,194.3,194.3,136.4,187.3,146.7,72.1,50.8
三重,津,5.7,5.9,9.0,14.2,19.0,22.7,26.8,27.9,24.4,18.8,13.2,8.1,48.5,57.1,104.5,129.0,167.3,201.8,173.9,144.5,276.6,186.1,76.4,47.2
三重,小俣,4.8,5.2,8.5,13.8,18.7,22.2,26.3,27.2,23.7,17.9,12.1,7.0,63.3,68.3,121.3,134.2,188.1,213.7,181.7,160.2,319.2,258.4,95.8,66.6
三重,鳥羽,5.2,5.5,8.6,13.7,18.2,21.7,25.8,26.9,23.5,18.1,12.6,7.6,82.4,90.2,174.3,212.2,256.3,264.3,204.6,187.0,399.0,330.1,141.9,86.4
三重,南伊勢,5.9,6.4,9.4,14.0,18.2,21.6,25.5,26.7,23.7,18.6,13.2,8.2,76.7,86.7,160.7,193.3,222.9,256.6,228.7,185.8,379.1,286.0,121.8,75.2
三重,紀伊長島,6.2,6.9,9.8,14.3,18.3,21.6,25.5,26.5,23.7,18.7,13.3,8.3,70.9,80.0,164.3,207.3,253.4,312.9,273.6,262.2,474.0,333.8,147.8,90.2
三重,粥見,4.2,4.7,8.0,13.0,17.8,21.4,25.4,26.1,22.7,17.0,11.2,6.2,56.1,63.0,115.5,143.3,188.4,231.3,247.0,272.3,400.7,255.4,95.9,61.6
三重,尾鷲,6.5,7.2,10.3,14.7,18.7,21.9,25.8,26.8,23.8,18.8,13.7,8.8,106.0,118.8,233.8,295.4,360.5,436.6,405.2,427.3,745.7,507.6,211.5,121.3
三重,熊野新鹿,6.8,8.0,10.7,15.1,19.0,22.1,25.7,27.0,24.2,19.5,14.4,9.2,92.6,121.6,208.4,270.1,273.6,388.9,356.9,265.4,476.1,383.7,164.1,109.8
埼玉,寄居,3.1,4.0,7.4,12.8,17.7,21.2,25.0,26.0,22.1,16.3,10.4,5.3,36.1,28.9,61.2,84.9,110.2,160.1,179.4,174.3,210.3,185.7,45.0,28.3
埼玉,熊谷,4.3,5.1,8.6,13.9,18.8,22.3,26.0,27.1,23.3,17.6,11.7,6.5,36.5,32.3,69.0,90.7,115.1,149.5,169.8,183.3,198.2,177.1,53.5,30.9
埼玉,久喜,3.6,4.6,8.1,13.4,18.4,21.8,25.5,26.7,22.9,17.2,11.1,5.8,43.2,38.6,82.0,99.5,124.2,142.7,147.3,146.8,199.2,190.9,65.4,41.6
埼玉,鳩山,2.6,3.8,7.5,12.8,17.8,21.4,25.2,26.3,22.3,16.4,10.2,4.8,39.2,35.2,75.0,96.4,111.4,167.8,179.3,187.0,218.5,183.1,56.6,36.1
埼玉,さいたま,3.9,4.9,8.4,13.7,18.6,22.0,25.9,27.0,23.2,17.5,11.4,6.2,42.4,39.6,88.0,101.9,121.4,144.8,148.0,164.0,202.8,196.8,70.9,45.2
埼玉,越谷,4.2,5.2,8.7,13.9,18.7,22.0,25.9,27.1,23.3,17.5,11.6,6.5,50.2,47.5,94.5,109.8,124.4,144.0,138.0,134.3,197.0,203.4,78.6,50.3
埼玉,所沢,3.7,4.5,7.8,13.1,17.8,21.2,25.0,26.2,22.4,16.8,11.1,6.2,50.9,47.0,98.3,110.1,125.8,166.7,172.4,190.4,233.2,212.6,75.0,47.3
埼玉,秩父,1.8,3.0,6.6,12.2,17.3,20.8,24.6,25.5,21.5,15.5,9.2,4.0,40.3,30.8,69.0,88.0,102.4,145.4,192.0,188.4,236.7,204.1,47.5,30.7
長野,野沢温泉,-1.6,-1.3,1.9,8.0,14.4,18.4,22.3,23.3,19.0,12.7,6.4,0.9,253.5,173.9,121.6,77.2,84.2,123.1,179.6,150.4,144.0,139.6,119.4,215.9
長野,信濃町,-2.9,-2.5,1.1,7.5,13.4,17.3,21.3,22.3,18.2,11.9,5.6,0.0,109.1,87.8,90.1,67.1,78.4,118.3,177.9,128.1,135.6,111.5,72.6,98.7
長野,飯山,-1.6,-1.2,2.4,9.3,15.7,19.9,23.7,24.7,20.4,13.8,7.2,1.4,171.8,117.3,96.2,63.1,69.2,101.4,155.7,128.8,127.2,117.2,96.8,167.4
長野,白馬,-2.8,-2.4,1.2,7.6,13.8,17.7,21.5,22.6,18.2,11.9,5.5,-0.1,141.5,125.9,136.2,126.4,135.0,211.4,280.8,177.7,181.9,136.5,100.4,135.6
長野,長野,-0.4,0.4,4.3,10.6,16.4,20.4,24.3,25.4,21.0,14.4,7.9,2.3,54.6,49.1,60.1,56.9,69.3,106.1,137.7,111.8,125.5,100.3,44.4,49.4
長野,大町,-2.8,-2.3,1.6,8.0,14.0,17.9,21.6,22.4,18.1,11.8,5.8,0.2,84.7,78.1,100.1,98.1,111.5,159.4,195.3,136.1,165.0,129.1,69.8,78.8
長野,信州新町,-1.4,-0.8,3.1,9.3,15.1,19.2,22.9,23.9,19.5,13.0,6.6,1.2,56.2,52.4,76.3,76.4,88.7,123.2,146.5,111.2,148.7,122.8,53.8,51.3
長野,菅平,-6.2,-5.6,-1.8,4.8,10.7,14.7,18.8,19.5,15.3,8.9,3.0,-3.0,78.0,68.7,80.8,79.7,93.9,117.7,161.9,119.4,151.6,129.8,64.9,72.0
長野,上田,-0.5,0.5,4.4,10.6,16.2,20.1,23.9,24.9,20.5,13.9,7.6,2.1,29.3,28.7,54.0,58.6,77.0,102.2,135.6,103.5,134.1,110.8,44.0,23.9
長野,穂高,-0.8,0.1,4.1,10.4,16.2,20.0,23.8,24.7,20.2,13.6,7.2,1.9,45.4,45.5,83.8,83.5,95.6,123.7,145.5,106.7,155.8,126.6,58.4,38.2
長野,東御,-2.6,-2.0,1.9,8.0,13.5,17.2,21.1,21.8,17.6,11.3,5.7,0.3,31.8,33.2,60.6,62.2,86.8,120.5,156.4,122.4,146.3,118.3,46.6,28.3
長野,軽井沢,-3.3,-2.6,1.1,7.0,12.3,16.0,20.1,20.8,16.7,10.5,4.8,-0.5,36.8,36.8,68.3,81.0,108.8,154.6,191.8,141.6,193.5,151.1,52.5,29.6
長野,松本,-0.3,0.6,4.6,10.8,16.5,20.2,24.2,25.1,20.4,13.9,7.8,2.5,39.8,38.5,78.0,81.1,94.5,114.9,131.3,101.6,148.0,128.3,56.3,32.7
長野,松本今井,-1.4,0.0,3.9,9.8,15.7,19.6,23.2,24.3,19.9,13.4,7.1,1.7,34.6,41.2,79.8,90.6,103.0,113.9,147.4,98.3,143.2,151.0,59.7,39.6
長野,立科,-2.1,-1.2,2.8,8.9,14.6,18.5,22.3,23.0,18.6,12.2,6.2,0.7,33.7,35.9,67.8,69.7,90.7,130.6,150.6,118.8,159.5,132.1,50.9,29.7
長野,佐久,-1.6,-0.6,3.4,9.5,15.1,19.0,22.9,23.7,19.3,12.8,6.5,1.1,25.6,28.5,52.4,58.9,84.7,119.1,143.3,106.4,153.6,129.3,40.8,21.5
長野,奈川,-3.5,-2.9,1.0,7.0,12.5,16.3,20.1,20.7,16.5,10.2,4.6,-0.6,81.4,92.7,149.9,151.6,180.2,221.3,272.0,162.5,242.6,188.0,119.7,84.9
長野,諏訪,-1.1,-0.2,4.0,10.0,15.5,19.3,23.2,24.1,19.8,13.4,7.3,1.9,43.3,50.6,89.0,92.8,111.7,155.1,194.0,140.8,176.9,136.8,69.0,41.6
長野,開田高原,-4.8,-4.1,-0.2,6.0,11.6,15.5,19.4,20.0,15.9,9.5,3.5,-1.9,76.8,94.2,162.2,174.4,202.3,240.5,304.0,199.6,252.6,200.0,126.1,92.9
長野,辰野,-1.2,-0.3,3.6,9.7,15.2,19.0,22.8,23.6,19.3,12.9,6.7,1.5,45.6,58.1,102.5,106.5,129.7,174.2,214.4,149.7,179.1,146.7,78.4,50.9
長野,原村,-3.0,-2.2,1.9,8.0,13.5,17.3,21.3,22.0,17.7,11.5,5.5,0.0,46.6,57.5,100.3,100.4,110.6,151.1,167.9,112.9,168.7,143.6,68.9,43.1
長野,野辺山,-5.3,-4.5,-0.3,5.8,11.0,14.8,18.9,19.5,15.5,9.3,3.8,-1.9,46.6,49.8,93.4,100.6,124.9,172.6,205.6,166.8,204.1,164.6,62.4,41.0
長野,木曽福島,-1.4,-0.5,3.5,9.4,14.7,18.6,22.3,23.2,19.3,12.9,6.6,1.3,63.2,83.2,146.8,157.2,177.0,220.7,289.7,187.8,231.0,183.5,112.7,73.9
長野,伊那,-0.7,0.4,4.4,10.3,15.9,19.5,23.2,24.0,19.9,13.6,7.2,1.9,48.9,70.4,121.5,125.1,143.6,185.3,194.5,131.7,169.6,148.7,90.1,57.4
長野,南木曽,-0.6,0.4,4.6,10.2,15.2,19.0,22.6,23.5,19.8,13.7,7.5,1.9,107.5,113.8,182.1,181.0,203.3,298.9,365.8,245.9,264.1,186.2,129.2,111.6
長野,飯島,-0.7,0.2,4.1,9.8,14.9,18.6,22.3,23.3,19.4,13.3,7.0,1.8,74.5,103.8,180.5,180.7,200.2,236.6,266.6,155.2,219.8,192.6,123.5,80.2
長野,飯田,1.0,2.3,6.1,11.8,16.9,20.6,24.4,25.4,21.5,15.0,8.6,3.4,63.4,78.7,139.1,141.0,153.8,192.0,240.1,149.4,208.6,163.3,93.4,65.4
長野,浪合,-2.3,-1.4,2.6,8.1,13.0,16.7,20.5,21.2,17.5,11.5,5.8,0.4,108.0,135.2,220.2,223.3,240.5,311.4,361.3,220.9,322.9,240.5,145.1,114.9
長野,南信濃,1.2,2.4,6.3,11.9,16.9,20.5,24.0,25.1,21.3,15.1,8.7,3.4,65.2,82.6,144.4,145.0,164.8,220.1,290.2,169.8,242.2,198.8,101.0,71.4
釧路,川湯,-8.9,-8.8,-3.5,2.8,8.7,13.0,16.8,18.2,14.6,8.2,1.4,-6.0,53.2,33.8,53.2,71.3,81.5,70.3,92.7,132.6,137.0,105.2,63.1,68.5
釧路,弟子屈,-7.2,-7.1,-2.9,2.8,8.5,12.5,16.4,17.9,14.9,8.9,2.1,-4.5,50.6,43.4,64.5,82.3,99.9,80.2,106.2,154.3,154.1,119.2,71.6,66.0
釧路,阿寒湖畔,-10.0,-9.4,-4.2,2.3,8.5,13.1,17.1,18.0,14.0,7.5,0.7,-6.5,63.2,44.5,70.2,90.8,105.7,84.4,103.2,160.0,165.7,137.8,85.2,87.4
釧路,標茶,-7.9,-7.1,-2.1,3.6,9.0,13.0,16.9,18.4,15.3,8.9,2.0,-5.2,35.4,22.8,49.3,76.3,105.7,97.2,119.1,158.8,152.9,111.0,70.7,56.0
釧路,鶴居,-7.1,-6.5,-1.7,4.0,9.4,13.3,17.2,18.7,15.7,9.4,2.5,-4.4,47.9,30.0,70.1,87.7,122.8,112.2,136.6,168.8,170.9,123.8,75.7,61.9
釧路,中徹別,-7.8,-7.2,-2.1,3.9,9.6,13.6,17.5,18.8,15.3,8.9,2.0,-5.0,54.8,34.9,72.2,96.4,139.2,111.5,130.8,176.3,178.5,132.8,80.5,72.3
釧路,榊町,-5.3,-5.3,-1.4,3.3,7.6,11.0,14.9,17.3,15.7,10.4,3.9,-2.6,26.2,18.5,50.1,73.1,103.2,111.7,117.3,124.2,157.0,123.3,74.5,56.2
釧路,太田,-5.8,-5.6,-1.6,3.5,8.3,11.9,15.8,17.7,15.4,10.0,3.6,-3.0,39.7,26.3,58.4,86.1,114.9,122.8,130.7,154.3,185.4,131.5,79.8,65.5
釧路,白糠,-6.2,-5.9,-1.4,3.5,8.3,12.0,16.0,17.8,15.4,9.5,3.2,-3.3,38.3,25.6,53.9,82.2,123.1,113.3,132.5,148.9,170.4,119.6,63.6,55.0
釧路,釧路,-4.8,-4.3,-0.4,4.0,8.6,12.2,16.1,18.2,16.5,11.0,4.7,-1.9,40.4,24.8,55.9,79.4,115.7,114.2,120.3,142.3,153.0,112.7,64.7,56.6
釧路,知方学,-4.5,-4.7,-1.5,2.8,7.2,10.8,14.9,16.9,15.3,10.7,4.6,-1.6,21.7,14.4,42.5,67.9,98.8,108.8,130.2,138.0,166.0,117.9,63.4,47.4
熊本,鹿北,3.5,4.9,8.4,13.6,18.4,22.1,25.7,26.3,22.9,17.0,10.9,5.4,59.3,84.8,136.3,158.7,196.7,449.0,452.5,233.2,167.2,86.4,87.8,66.1
熊本,南小国,1.8,3.2,6.8,12.0,16.9,20.5,24.2,24.5,20.9,14.8,9.0,3.6,73.8,107.6,161.8,165.8,197.5,518.2,490.5,235.0,206.0,102.0,92.8,70.7
熊本,岱明,5.6,6.8,10.2,15.2,19.9,23.4,27.3,28.3,24.8,19.1,13.1,7.7,53.2,71.3,112.0,132.6,151.5,357.5,329.2,180.7,166.8,83.8,83.9,59.8
熊本,菊池,4.4,6.0,9.5,14.6,19.5,23.0,26.6,27.4,23.9,18.0,11.9,6.4,55.0,79.6,122.9,139.6,157.7,400.9,381.4,181.8,168.9,82.3,83.9,61.3
熊本,阿蘇乙姫,2.0,3.4,6.9,11.9,16.7,20.2,23.8,24.2,20.8,15.1,9.2,3.8,92.7,134.8,197.2,219.2,261.3,667.9,582.6,291.0,247.8,118.7,109.7,86.9
熊本,熊本,6.0,7.4,10.9,15.8,20.5,23.7,27.5,28.4,25.2,19.6,13.5,8.0,57.2,83.2,124.8,144.9,160.9,448.5,386.8,195.4,172.6,87.1,84.4,61.2
熊本,益城,4.5,6.3,9.5,14.5,19.3,22.5,26.1,27.0,23.8,18.3,12.4,6.5,54.6,106.1,124.8,148.3,186.6,443.7,469.2,195.6,181.8,98.9,84.8,67.4
熊本,高森,2.2,3.6,7.1,12.2,16.9,20.3,23.9,24.3,21.1,15.5,9.9,4.2,74.6,105.9,156.7,164.1,189.7,536.0,447.9,229.5,250.5,113.1,91.5,75.5
熊本,三角,6.8,7.7,10.8,15.4,19.7,22.9,26.7,27.8,24.6,19.7,14.2,8.9,59.8,79.6,113.9,136.3,154.3,402.4,318.1,181.6,174.1,99.8,84.9,64.5
熊本,甲佐,5.4,6.7,10.1,15.0,19.5,23.0,26.5,27.1,23.8,18.5,12.8,7.4,71.5,97.3,133.9,141.1,169.1,473.7,395.2,190.0,201.7,103.0,94.7,74.6
熊本,松島,6.5,7.4,10.6,15.1,19.3,22.7,26.6,27.5,24.4,19.3,13.7,8.6,70.6,90.9,122.8,145.4,158.7,416.7,352.7,199.4,177.8,106.2,95.6,74.1
熊本,本渡,6.2,7.2,10.3,14.9,19.2,22.6,26.5,27.3,24.0,18.9,13.4,8.3,83.1,96.1,132.6,157.2,169.9,405.3,340.5,215.0,195.4,111.9,108.4,91.6
熊本,八代,6.4,7.6,10.8,15.5,19.9,23.2,27.1,27.8,24.5,19.2,13.7,8.5,69.9,90.6,118.3,133.1,165.8,426.2,386.7,203.7,196.8,101.1,93.2,73.2
熊本,水俣,6.8,7.8,10.9,15.3,19.6,22.9,26.7,27.4,24.3,19.1,13.9,8.8,71.1,94.7,130.1,143.3,187.2,463.8,410.7,232.6,212.1,97.5,98.8,80.2
熊本,人吉,4.7,6.2,9.8,14.6,19.1,22.4,26.1,26.6,23.6,18.0,11.9,6.3,75.4,109.0,160.7,177.8,215.6,560.9,491.0,226.3,229.3,108.8,96.9,83.3
熊本,上,4.1,5.8,9.5,14.4,18.9,22.4,26.0,26.4,23.3,17.5,11.3,5.8,65.5,98.3,144.5,154.5,200.0,558.8,496.5,256.0,248.8,104.5,86.7,73.7
熊本,牛深,8.6,9.4,12.2,16.3,20.1,23.1,27.0,28.3,25.6,21.1,16.0,10.8,79.7,95.4,124.7,158.1,178.7,409.6,348.9,200.7,204.0,96.5,106.5,96.4
渡島,長万部,-4.1,-3.6,0.0,5.2,10.2,14.5,18.7,20.6,17.2,10.7,4.1,-1.9,73.2,73.3,64.3,82.2,104.7,98.4,148.1,176.2,164.5,114.6,108.0,88.8
渡島,八雲,-3.3,-2.8,0.7,5.9,10.7,14.7,19.0,20.9,17.6,11.1,4.7,-1.2,74.2,69.9,69.4,84.0,100.1,77.9,132.5,195.2,157.9,103.9,116.6,99.1
渡島,森,-3.7,-3.2,0.7,6.0,11.2,15.3,19.2,21.0,17.5,11.2,4.7,-1.4,48.4,54.8,62.5,81.6,77.0,70.5,106.0,168.0,122.3,96.6,109.2,80.9
渡島,川汲,-2.1,-1.8,1.4,6.2,10.8,14.4,18.7,20.7,18.0,12.2,5.9,0.0,72.9,64.0,77.3,98.4,111.8,95.1,130.8,204.9,210.9,141.4,134.2,99.0
渡島,北斗,-3.5,-2.9,0.9,6.6,11.8,15.9,19.8,21.5,18.0,11.5,5.0,-1.2,67.0,55.8,56.1,68.6,86.4,79.8,129.5,158.5,142.6,111.7,106.2,87.5
渡島,函館,-2.4,-1.8,1.9,7.3,12.3,16.2,20.3,22.1,18.8,12.5,6.0,-0.1,77.4,64.5,64.1,71.9,88.9,79.8,123.6,156.5,150.5,105.6,110.8,94.6
渡島,高松,-2.6,-2.0,1.8,6.6,11.3,15.3,19.3,21.6,18.6,12.4,6.1,-0.1,34.6,34.2,46.6,71.1,80.9,74.2,127.1,148.5,132.4,98.9,98.6,66.6
渡島,木古内,-2.3,-1.8,1.5,6.7,11.4,15.1,19.4,21.6,18.3,12.0,5.6,-0.2,96.9,79.8,72.7,76.1,87.4,87.7,132.7,159.9,153.8,110.2,122.4,120.8
渡島,松前,-0.5,-0.1,3.0,7.9,12.5,16.6,20.6,22.7,19.8,14.1,7.8,1.9,87.1,72.9,63.9,73.5,97.5,80.0,124.9,157.5,155.2,115.5,122.0,106.0
渡島,熊石,-2.0,-1.4,1.8,7.0,11.8,16.0,20.1,21.9,18.7,12.7,6.2,0.2,84.9,71.0,64.9,90.5,134.3,98.2,177.5,179.6,140.8,121.3,116.3,109.3
栃木,那須高原,-1.7,-1.3,2.0,7.8,13.0,16.4,20.2,21.0,17.3,11.8,6.4,1.1,52.6,42.8,101.6,139.6,180.8,220.5,305.7,303.9,305.3,212.6,89.2,60.1
栃木,五十里,-1.7,-1.0,2.6,8.4,13.6,17.3,21.1,21.9,17.9,12.0,6.2,1.1,62.4,45.4,83.3,108.9,127.0,162.1,225.7,237.7,276.0,167.3,71.9,59.6
栃木,黒磯,0.9,1.5,4.9,10.2,15.5,19.1,22.8,23.8,20.1,14.5,8.5,3.3,32.9,32.4,81.0,111.0,143.3,175.1,254.5,234.0,230.3,158.3,73.9,41.3
栃木,土呂部,-3.9,-3.3,0.3,6.3,11.7,15.5,19.4,20.2,16.3,10.1,4.3,-1.0,70.7,55.0,80.4,101.1,118.9,160.5,206.1,216.9,299.0,186.7,64.7,67.4
栃木,大田原,1.7,2.6,5.9,11.3,16.5,20.0,23.5,24.4,20.8,15.1,9.1,4.0,34.9,34.8,84.0,108.3,139.4,172.4,235.8,235.7,209.6,160.5,71.0,39.5
栃木,奥日光,-3.9,-3.5,-0.3,5.1,10.3,14.0,18.2,18.8,15.2,9.6,4.4,-1.0,57.5,48.6,108.5,154.4,177.1,228.8,280.5,332.5,409.0,240.9,97.6,58.4
栃木,塩谷,1.1,2.0,5.5,10.9,16.3,19.8,23.4,24.3,20.6,14.9,8.6,3.3,40.2,38.5,94.0,119.7,146.5,193.9,250.9,245.0,240.3,181.6,79.2,41.0
栃木,那須烏山,0.9,2.5,6.4,11.3,17.2,20.6,24.4,25.4,21.5,15.6,9.1,3.4,32.7,47.3,91.3,138.5,128.0,169.3,180.9,154.7,188.8,171.9,69.5,47.7
栃木,鹿沼,1.5,2.4,6.0,11.5,16.8,20.4,23.9,24.9,21.3,15.5,9.3,3.8,40.9,37.5,91.8,125.7,153.0,203.6,239.3,240.4,246.1,186.1,75.8,37.2
栃木,宇都宮,2.8,3.8,7.4,12.8,17.8,21.2,24.8,26.0,22.4,16.7,10.6,5.1,37.5,38.5,87.7,121.5,149.2,175.2,215.4,198.5,217.2,174.4,71.1,38.5
栃木,真岡,1.6,2.8,6.6,11.9,17.2,20.7,24.4,25.5,21.8,15.9,9.5,3.9,34.7,37.3,80.4,109.8,134.2,147.1,182.9,141.2,184.0,152.1,67.1,39.4
栃木,佐野,3.2,4.0,7.6,12.9,17.9,21.6,25.2,26.3,22.5,16.7,10.5,5.3,35.1,33.4,69.4,90.5,114.8,145.2,185.0,162.2,176.5,160.6,57.8,31.0
栃木,小山,2.9,4.0,7.7,13.1,18.0,21.5,25.2,26.3,22.6,16.8,10.5,5.1,36.2,38.8,80.4,102.2,130.6,135.1,170.3,138.4,180.5,161.7,61.9,39.7
鳥取,境,4.9,5.3,8.3,13.3,18.1,21.8,25.9,27.3,23.2,17.8,12.4,7.3,188.4,136.0,139.7,111.2,123.3,170.8,215.2,140.9,212.8,133.5,145.9,193.2
鳥取,塩津,5.0,5.4,8.0,12.6,17.1,20.8,25.1,26.3,22.6,17.5,12.5,7.5,160.8,113.8,123.3,100.2,111.3,157.1,207.8,143.0,230.4,136.4,141.0,176.6
鳥取,青谷,4.6,4.8,7.5,12.2,16.9,20.8,25.1,26.3,22.3,17.0,11.9,7.1,195.5,140.2,138.3,101.6,122.9,157.4,185.9,143.3,236.7,156.5,164.4,217.0
鳥取,湖山,4.6,5.2,8.0,12.7,17.5,21.4,25.4,27.0,23.0,17.6,12.5,7.1,139.4,101.4,112.3,90.1,99.3,130.9,163.2,128.6,214.5,141.4,127.9,201.1
